# format=SNRtot_MF, evidence_inj-nofilter, occams, mass_in_solar, chi_inject]
2.448527799475899656e+02 2.996355111604970443e+04 8.893971158122101323e-05 1.017726950430653972e+02 7.283659564287829902e-01
3.037197662000291842e+01 4.553661382860024105e+02 1.693030938313957231e-03 6.960262941036731377e+01 8.257859821601948314e-01
6.695965647279426491e+01 2.232979690824282898e+03 2.398195794422209540e-03 3.120184020682968651e+01 3.511520838520824084e-01
3.983901159570137906e+02 7.934500926763965981e+04 8.481036782923575103e-04 9.771034381548558656e+01 3.150984654370786453e-01
2.005100295140110518e+02 2.009229115079241092e+04 5.145797598627787446e-04 6.820006019377916573e+01 2.974537654021052191e-01
1.466627157098935470e+02 1.074571971869108711e+04 6.257543993393049637e-04 4.957553157247106412e+01 2.877661113032956020e-01
1.864924465629462986e+02 1.738216559314178448e+04 2.366431611714630776e-03 1.047943974281909050e+02 3.275390440787470103e-01
2.481355243114261100e+02 3.077588677830902088e+04 1.978908582682167416e-03 1.147584536122394070e+02 2.882656801482869624e-01
5.848543027888515411e+01 1.696906564977550261e+03 2.001143510577472865e-04 3.470009075536556509e+01 8.678502114266087863e-01
9.255297991721695894e+01 4.275146439703491524e+03 1.804205577790483558e-03 1.064109162556714523e+02 5.438897136889769834e-01
5.681639697880423228e+02 1.613941108761474025e+05 6.035194714439997849e-04 8.778725482301152283e+01 1.629461732189877721e-01
3.450528862414735727e+02 5.952749885350868863e+04 1.537386443046820329e-03 6.935125273815664571e+01 2.065677667654956251e-01
2.375240325688677956e+01 2.785793623050157066e+02 7.982339114414586934e-03 5.404720553581999809e+01 6.798980373415067779e-01
1.843956304337354197e+02 1.698805109613291279e+04 2.509370433898735759e-04 7.492887066642495597e+01 6.424540966696193900e-01
4.943937470863336614e+01 1.214047072730721311e+03 9.497490629566101433e-04 3.621890627594984124e+01 5.649270090192262117e-01
3.277553963368848144e+02 5.370790680620034254e+04 2.731719712851788089e-04 9.321249969302425598e+01 4.222259310262071463e-01
5.095813283277996675e+02 1.298200499601392512e+05 9.529254812273680957e-06 8.949473574960778421e+01 8.916544231878696936e-01
1.764328421454926570e+02 1.556132523092893825e+04 2.137729496220062107e-03 8.681775479770507786e+01 1.903682168599147573e-01
8.639857079835319098e+01 3.728997530076998373e+03 7.826694619147448947e-03 5.748443597958221574e+01 1.554344273454311698e-01
1.250679940741465970e+02 7.814166748683841433e+03 6.988120195667365132e-05 1.062349485432528837e+02 8.754972612177784885e-01
5.924387579506427670e+01 1.748860998995106229e+03 4.732863223429261226e-04 4.295806576942913324e+01 5.497366836441487381e-01
5.545435940978297396e+01 1.531466060598189870e+03 2.045613366368083386e-03 9.950083393645761021e+01 7.196459628638481876e-01
4.395190110298566992e+02 9.657688323137405678e+04 6.352836541515787022e-06 1.171722512534208676e+02 9.342702800681793596e-01
6.786554396839589742e+01 2.293338101367869058e+03 1.035512356267073285e-03 8.974057357937726920e+01 6.353784689513760631e-01
1.492777151434319762e+02 1.113327519244256109e+04 2.090083222158693743e-03 6.033653471812049673e+01 4.231445870068133441e-01
3.185836718912468868e+01 5.030603613341040727e+02 1.121593291404612142e-02 1.141634622999547588e+02 6.569670559701936696e-01
2.738420079304339652e+02 3.748639031707979302e+04 1.451623149736357187e-03 7.467534863113115762e+01 2.356003144543735162e-01
3.624693236214472591e+01 6.525118404570050643e+02 1.669525443110348936e-02 4.409143078463644372e+01 4.563002819007293542e-01
3.113054681075348640e+02 4.844550092714204948e+04 5.082269233212629618e-05 7.245383049722383362e+01 7.528129899789317570e-01
2.894831723977698061e+02 4.189486845273592189e+04 4.732863223429261226e-04 8.279527897643836809e+01 3.802679007795082278e-01
7.159821292359956146e+01 2.557218477528207131e+03 4.967918175465345365e-03 9.306853756485753593e+01 1.127563230385326687e-01
2.419904501558662560e+02 2.927201723707939163e+04 8.258687503970523315e-04 9.975937020576245118e+01 1.765572380549508547e-01
1.084145439884270701e+02 5.869982531634654151e+03 3.519471443999745968e-03 1.139617952500653502e+02 1.516611631260539883e-01
4.054276093549465543e+01 8.217796592329927989e+02 2.554157931516421939e-02 1.087019395331069376e+02 3.570400103566814809e-01
2.424812687784027503e+02 2.939221170911629088e+04 1.473858077631662582e-03 5.504567306427227891e+01 2.369362861428538913e-01
1.222437124244197975e+02 7.467247663616090904e+03 4.923448319674734574e-04 4.790018534794380400e+01 3.816524422072464784e-01
5.053476218047476465e+01 1.268307137984983683e+03 5.441204497808271000e-03 7.672326004969863789e+01 2.362297002380554789e-02
1.801712977467757071e+02 1.621641188114939723e+04 3.176418270757893426e-05 4.683653779966729758e+01 8.715652665254084441e-01
3.030045924469418424e+02 4.589627505433486658e+04 4.288164665523156024e-04 7.552396041430017704e+01 4.387401643781707605e-01
2.096446671449703913e+01 2.188475648454293037e+02 1.626961438282192862e-02 4.146095812338288056e+01 7.026342237215944531e-01
2.566510783425777475e+01 3.249035673182344226e+02 5.733434978717997198e-03 1.185359127534943298e+02 8.221893072254037316e-01
7.499163714538899228e+01 2.802026653044711566e+03 1.658090337335620459e-03 1.164901171865067937e+02 5.896001237622814362e-01
4.938048718337094556e+01 1.217450720194541418e+03 7.172352455371323009e-03 6.714367746363832623e+01 4.259401026923921307e-01
2.066222950747116158e+02 2.133617245666682356e+04 6.035194714439997714e-05 5.994775486357073646e+01 7.682863016922779620e-01
3.491814314453658881e+02 6.095343033161888161e+04 1.969379327869893884e-04 6.477692467335552351e+01 5.623536576248892027e-01
8.818611517820146162e+01 3.882062390126623995e+03 2.598310145479957017e-03 9.382884244846897559e+01 3.839697378606558020e-01
6.392324892811563330e+01 2.032874355895864483e+03 1.994790674035957015e-03 3.538384034404212741e+01 6.322592923405476739e-01
9.200517885983902033e+01 4.227249807436246556e+03 2.264786227050378034e-03 6.439629303841041974e+01 1.713031650855708909e-01
2.282493860944142483e+01 2.553195506513846453e+02 5.304618512165682354e-04 3.733708788366082132e+01 8.884060387188650321e-01
