# format=SNRtot_MF, evidence_inj, evidence_filt, nofilter]
7.100547464517206642e+00 -4.005589499528962847e+02 -4.008653345563840276e+02 -4.226271398479590289e+02
7.067898265044155970e+00 -4.185757751376003171e+02 -4.212702215501393539e+02 -4.421664015185122025e+02
5.422525095923728777e+00 -3.726827438609894898e+02 -3.744289969141653387e+02 -3.855755646838356938e+02
5.291296695265866212e+00 -3.702566333975719886e+02 -3.730380849321430219e+02 -3.836682866997525707e+02
5.973288402954314513e+00 -3.743342830830258663e+02 -3.760754219854846951e+02 -3.926656478401905588e+02
5.697892054728293409e+00 -3.632442147627788245e+02 -3.636767789814666685e+02 -3.795823625628310651e+02
6.960467261389365667e+00 -3.618242508827817687e+02 -3.629534756479941393e+02 -3.840821025296588118e+02
6.068269861438309931e+00 -3.868612745491228111e+02 -3.868183642518993111e+02 -4.035841253809611544e+02
5.428963213300982638e+00 -4.299952537811841466e+02 -4.306371311008161342e+02 -4.412149494596366708e+02
5.714072372105965414e+00 -4.098449161607028373e+02 -4.124009331459141094e+02 -4.280050205853555099e+02
5.021073033148676146e+00 -3.853810096014334476e+02 -3.909391543942765566e+02 -3.995285124963376120e+02
6.332952750146803034e+00 -3.854529001421673229e+02 -3.864702537636893567e+02 -4.052441733410719280e+02
7.331513792691322529e+00 -3.574578834777388465e+02 -3.589445625499914740e+02 -3.818832932913690001e+02
6.279765083431511741e+00 -4.380491276157285938e+02 -4.387998751016970118e+02 -4.554193464610117417e+02
7.973379016429007038e+00 -4.031619545867383181e+02 -4.042784509360818106e+02 -4.331970238847050609e+02
5.940452832677189932e+00 -3.969700489442805065e+02 -3.991241611314005127e+02 -4.127691043900685486e+02
5.089518976275626549e+00 -3.671893974314664888e+02 -3.677283166854955425e+02 -3.777098260573811217e+02
4.864557748189197284e+00 -4.150179423596903234e+02 -4.173580651732281694e+02 -4.256330104570311050e+02
6.252271801281690244e+00 -4.041675397287314695e+02 -4.065393131271188736e+02 -4.239682982034044585e+02
6.804885082179732869e+00 -3.819417321052262650e+02 -3.820716696244660966e+02 -4.018527669489641880e+02
4.793765748107790436e+00 -4.206481077290449093e+02 -4.214388938700831204e+02 -4.316468112965373507e+02
5.983005154119616975e+00 -4.224685530677846828e+02 -4.247661881221064277e+02 -4.385013299618076417e+02
5.451118541206965595e+00 -4.115802750769211116e+02 -4.137350815283010093e+02 -4.256049292726452222e+02
6.154403116436697907e+00 -3.930045870247972744e+02 -3.939323999433668746e+02 -4.123012728291885196e+02
6.233294244642670456e+00 -4.112343373772034170e+02 -4.118476606540808120e+02 -4.272953678300183924e+02
4.682325698480338083e+00 -3.361000815482936446e+02 -3.379119041345493315e+02 -3.468566208665924364e+02
4.990588051502682809e+00 -3.793295055593412712e+02 -3.795962463232788764e+02 -3.902078130022125038e+02
5.820237878011943700e+00 -3.937764489068028411e+02 -3.933842888881903832e+02 -4.081815433638765285e+02
4.687766748041577003e+00 -4.092394684950548367e+02 -4.100776099336061407e+02 -4.199568467426944380e+02
7.646534383769086674e+00 -3.673990707533364457e+02 -3.669858828360153211e+02 -3.903544778812293998e+02
6.860194777618444206e+00 -3.851163565072577626e+02 -3.840362369172987087e+02 -4.047968334030889537e+02
3.349573166223507759e+00 -3.752955815588462087e+02 -3.761668102480538209e+02 -3.814071060872974499e+02
5.999008806099160651e+00 -3.708817517388319516e+02 -3.730441471129543061e+02 -3.864722044163111718e+02
8.520852519150905025e+00 -3.981661379213744567e+02 -4.036363121578881419e+02 -4.350587045105372681e+02
4.818649046604677189e+00 -3.862087198850463210e+02 -3.870047100448977631e+02 -4.007675594598249518e+02
5.406395954472882792e+00 -3.652734927449419615e+02 -3.660800162118580374e+02 -3.779834644893298901e+02
7.312925366206825650e+00 -3.909118041223520663e+02 -3.922464982990050544e+02 -4.164597582935060700e+02
6.340637353205250015e+00 -3.945491001378254055e+02 -3.957293144755525987e+02 -4.117674953864579948e+02
6.378823511758998421e+00 -3.643777063504594480e+02 -3.660527428268568428e+02 -3.817135340395990966e+02
5.868535177571617467e+00 -3.880852754801935589e+02 -3.875725009734830451e+02 -4.028073304478787691e+02
6.744265145764067881e+00 -4.373269085954399884e+02 -4.389276659545968187e+02 -4.583946989861219663e+02
6.215737176259970909e+00 -4.028332815687846278e+02 -4.043997057324026514e+02 -4.188402378498666963e+02
5.540841316541282424e+00 -3.845710586677552101e+02 -3.869800320760940053e+02 -3.968098802027342913e+02
6.624369691843189578e+00 -3.880070532640871193e+02 -3.897771883994938094e+02 -4.050987416581806428e+02
6.498451714369928744e+00 -4.107114809591983544e+02 -4.116075869846152955e+02 -4.291796492730919681e+02
6.251934434949725450e+00 -3.972757512396871675e+02 -3.982304524782473436e+02 -4.178024514209685094e+02
5.238706432454391049e+00 -4.055489253239799723e+02 -4.064163042547242526e+02 -4.173911391689349557e+02
5.271904606093357870e+00 -3.943209162439102897e+02 -3.956243210281239726e+02 -4.078744299959849968e+02
6.010076335064454156e+00 -3.921150538948011217e+02 -3.938572627165619338e+02 -4.075122537642193379e+02
4.438843589410769397e+00 -4.235903772207045108e+02 -4.223435165418873680e+02 -4.286862238064579742e+02
4.815197400450871967e+00 -3.911047620401475911e+02 -3.921951139408866993e+02 -4.008094591962185973e+02
5.265879868077226966e+00 -4.005953546683412014e+02 -4.039113015662946964e+02 -4.171875277122010175e+02
4.007712317354727993e+00 -4.069548629580856414e+02 -4.072466900056723489e+02 -4.125331359585065343e+02
7.209067669951928714e+00 -4.148960876555736945e+02 -4.159840028715427707e+02 -4.416805301026799384e+02
5.620096012105234351e+00 -3.844751595016167016e+02 -3.869275367728551487e+02 -4.004846999780389183e+02
5.350968445241219840e+00 -3.543113295950346355e+02 -3.549277737772304704e+02 -3.683281376526616668e+02
5.951698272026641590e+00 -3.860636300745990184e+02 -3.868812637577311193e+02 -4.013415723731246203e+02
6.273080526592814010e+00 -3.660204395393976142e+02 -3.668427294605397719e+02 -3.829735315383761645e+02
7.026232074936362260e+00 -3.920612839922530384e+02 -3.938319488106390054e+02 -4.133368388984931130e+02
5.767903906290491989e+00 -4.032596483311559155e+02 -4.057069510222680151e+02 -4.171925604754703159e+02
6.694481783067135261e+00 -3.739036699658985867e+02 -3.748626921264900034e+02 -3.931041499084772681e+02
4.355175371363022130e+00 -3.919979976094874132e+02 -3.936059108401640856e+02 -4.008354368801361716e+02
5.567715504744761290e+00 -3.919094350974289682e+02 -3.932718932321981242e+02 -4.059941427191725438e+02
4.984889694321427811e+00 -3.941155648302523105e+02 -3.948056575636060188e+02 -4.038793013280625246e+02
5.864734861288240175e+00 -3.674595260437147886e+02 -3.662955809955130348e+02 -3.785684287469401852e+02
5.388469321204482299e+00 -3.908513131503750628e+02 -3.931492010946105324e+02 -4.096729817961133335e+02
5.629550545520874749e+00 -3.753035406920752166e+02 -3.777242333925611888e+02 -3.929776757741067854e+02
6.596529931691634374e+00 -4.191595173774884415e+02 -4.217460704973240695e+02 -4.404656914014582298e+02
4.743695088977033514e+00 -3.699650346234826088e+02 -3.719389113621193701e+02 -3.821678029579350095e+02
7.756906293020869647e+00 -4.030240531039622169e+02 -4.048346753833732805e+02 -4.344577808705669213e+02
5.433511006431051449e+00 -3.778151715707886638e+02 -3.784330647028095314e+02 -3.912700095288975604e+02
2.960947294048614786e+00 -4.251906767930374258e+02 -4.265635579206918919e+02 -4.295712773180969748e+02
4.166492441886337161e+00 -3.919748941079075166e+02 -3.933837836779885038e+02 -4.009502699338970615e+02
8.533835394482718328e+00 -4.108536649400481906e+02 -4.117297319790679921e+02 -4.445234425395936455e+02
4.840761027537827665e+00 -3.736783037376457060e+02 -3.745219466678610729e+02 -3.817493369357543429e+02
5.916492490083607336e+00 -3.737372501303146350e+02 -3.753397620595027888e+02 -3.896177992203994904e+02
4.958327728921314126e+00 -3.844849771542426993e+02 -3.858770647778526381e+02 -3.944708816209663382e+02
6.585906333574961913e+00 -3.937090652725494238e+02 -3.934519957622509878e+02 -4.134594708442416504e+02
7.078592912601759934e+00 -3.890144763626836379e+02 -3.893266469632210942e+02 -4.109804985584368069e+02
6.795603303218311630e+00 -3.706951435618345272e+02 -3.726323683604848043e+02 -3.902808610088206365e+02
8.375666384413603893e+00 -3.711389564348504564e+02 -3.746364848223302033e+02 -4.085625944206310578e+02
5.266903695165909838e+00 -3.762177465663200451e+02 -3.762429916416322726e+02 -3.907460143253395017e+02
6.745539637669196509e+00 -4.125852218016934785e+02 -4.136415295697535157e+02 -4.319014863689645836e+02
6.202133926850101453e+00 -3.770886235451412176e+02 -3.778657225875313088e+02 -3.929682522711490833e+02
6.518526221838619961e+00 -4.270237587418981775e+02 -4.269830431675222826e+02 -4.456133065045287935e+02
5.973015336502123240e+00 -3.833213168919801319e+02 -3.832329096428217667e+02 -3.954321288883508601e+02
5.924732992406420706e+00 -3.916462486559015588e+02 -3.922415921301914636e+02 -4.067400367315858603e+02
4.772362231529339027e+00 -4.432462859470837202e+02 -4.454570007611329743e+02 -4.545987312012013035e+02
6.019767001944514639e+00 -3.731056106724477104e+02 -3.764129240963557663e+02 -3.919199341322930081e+02
4.834464505625216901e+00 -4.087463810498595649e+02 -4.093168529245970717e+02 -4.150490861453656635e+02
5.568936458236077414e+00 -3.827658839832353124e+02 -3.831216929703949745e+02 -3.937246479388948046e+02
6.984303715077618158e+00 -3.985913344303010604e+02 -3.996606311451919851e+02 -4.203645653028477227e+02
6.542153619891304395e+00 -3.598668359172709756e+02 -3.607553151438805799e+02 -3.785152696262680934e+02
4.462243052437777635e+00 -3.745332431239416451e+02 -3.763071105115316186e+02 -3.827764356122054892e+02
7.639900557483485066e+00 -3.618701649090834280e+02 -3.645715366422293755e+02 -3.910110175165056035e+02
6.120379675503082595e+00 -3.837131395066309096e+02 -3.837798137342732048e+02 -3.978428081581237166e+02
4.637490306506495408e+00 -4.317160965874320482e+02 -4.367085558334887878e+02 -4.444229990273253748e+02
5.241440430842944309e+00 -3.716075289833290753e+02 -3.731046169446415774e+02 -3.822619695867645078e+02
6.074426369855205898e+00 -4.156490697780224082e+02 -4.180671352869505881e+02 -4.348768219200055682e+02
6.675296402455961342e+00 -4.209229758144783773e+02 -4.231309663631984108e+02 -4.412733485602290671e+02
6.127639196173133129e+00 -4.221864691823084854e+02 -4.237854329717023916e+02 -4.394191764265706297e+02
5.511063865182058485e+00 -4.093509833885938178e+02 -4.109740117460932538e+02 -4.267416560650260635e+02
5.851526063887506623e+00 -4.258632352821556424e+02 -4.257946561844266284e+02 -4.409672534276077727e+02
5.978485040416281926e+00 -3.917763129727218825e+02 -3.990670913084637732e+02 -4.121969990879305783e+02
5.841575539619381807e+00 -3.900923559088382149e+02 -3.914387204290569002e+02 -4.087500346741226167e+02
5.580619740574323195e+00 -4.050439281495535511e+02 -4.072681630215589053e+02 -4.197710322811460628e+02
7.319989355109806084e+00 -3.852962840190921270e+02 -3.857847818393525472e+02 -4.118968246394876473e+02
7.467465882612574823e+00 -3.512801193453041151e+02 -3.521998866459275632e+02 -3.774404147771870726e+02
5.622843121519998100e+00 -3.845377261156941131e+02 -3.859091097113473552e+02 -3.982592871991565175e+02
6.227699196860114306e+00 -3.597606966808227753e+02 -3.618284048303735858e+02 -3.794191866997062448e+02
4.091202503764860943e+00 -3.836713511764090185e+02 -3.839226839833009990e+02 -3.897490015851977887e+02
6.997207378014264734e+00 -3.985707273090639546e+02 -3.997313791643405239e+02 -4.198277114161949726e+02
5.781888586653675333e+00 -4.445685323309333512e+02 -4.454575429748758779e+02 -4.607742387868851779e+02
6.860987808088237827e+00 -4.001031746274670695e+02 -4.021710771998394307e+02 -4.229307172621359427e+02
4.744774751109565258e+00 -3.869973139869384227e+02 -3.874981125344027078e+02 -3.965837699713174516e+02
6.383989581408452629e+00 -4.094041170674440195e+02 -4.108302602429573085e+02 -4.276150589429261117e+02
6.162449448809987018e+00 -4.261969794476708557e+02 -4.270385453500350650e+02 -4.435192549279510672e+02
3.829809227522065207e+00 -3.907806523987760556e+02 -3.940579425623703287e+02 -4.003091688682022777e+02
6.967349771338603226e+00 -3.935292898279105316e+02 -3.946870507249980733e+02 -4.157046330783476265e+02
4.755062227669794694e+00 -3.976394144860897768e+02 -3.987998117848269999e+02 -4.061599582921768388e+02
5.164206007864243553e+00 -3.899802683205509197e+02 -3.922968204646134609e+02 -4.013429263743469733e+02
5.169553202961860272e+00 -4.355897513233575182e+02 -4.373547289331351067e+02 -4.511547776259557736e+02
5.927343101129801894e+00 -3.960288496847719557e+02 -3.965341046454073535e+02 -4.117547427954073100e+02
4.584573548405701082e+00 -3.978849294549552269e+02 -3.985582316100362732e+02 -4.082681350561770159e+02
5.541507566749502622e+00 -3.978260444606863189e+02 -4.006168287138459618e+02 -4.099549608395562927e+02
5.827610662371342620e+00 -4.066989189376582203e+02 -4.073497263376510205e+02 -4.204023263203561100e+02
5.528847326689863451e+00 -4.069011185095900487e+02 -4.088491474056423840e+02 -4.242398118352446659e+02
5.697202421251117421e+00 -3.922715985222837958e+02 -3.938367260743598877e+02 -4.067538481924305529e+02
4.714745872289856088e+00 -3.940807860170580170e+02 -3.943885582839126300e+02 -4.017216422129857278e+02
4.571459297007924860e+00 -3.834326653895913068e+02 -3.848805408880149912e+02 -3.939029061139123655e+02
6.608044190051578504e+00 -4.104912515168804248e+02 -4.108682203829890227e+02 -4.293613944535582050e+02
4.908529784440561983e+00 -4.203417727199404226e+02 -4.208215230580088360e+02 -4.296221086701378340e+02
5.748642432640912681e+00 -4.462139003391490064e+02 -4.469592305620423076e+02 -4.578812591748080081e+02
3.773357459618719822e+00 -4.125197634865819509e+02 -4.133481962027414625e+02 -4.210099745232145096e+02
6.561665442215924848e+00 -4.117715508958243049e+02 -4.127480043952810433e+02 -4.338420787589874408e+02
6.052263600873203586e+00 -4.301715938372302617e+02 -4.313068095307465910e+02 -4.444317530299281884e+02
5.962603750790964163e+00 -3.825598652457678668e+02 -3.830335794167305039e+02 -3.997015044034597508e+02
