# format=SNRtot_MF, evidence_inj-nofilter, occams, mass_in_solar, chi_inject]
3.568545111312641893e+01 6.319420075627592723e+02 5.008145975887911584e-03 4.633118250905062041e+01 6.510576622959290960e-02
8.734041401484374489e+01 3.800814588108315547e+03 3.290974258716194197e-04 2.474561661961859826e+01 5.248094051705791685e-01
1.072142196762810684e+01 5.288774119065891455e+01 4.649723036819810792e-03 1.067462846898317608e+01 7.592779568005141311e-01
4.686293248213802798e+01 1.092177530870174451e+03 5.946562398175301613e-03 7.191701378586063242e+01 5.670533208582337337e-02
1.016058914735742604e+02 5.152893810168635355e+03 9.449332029977191259e-05 4.696419444437736246e+01 8.360340868294630079e-01
3.334067677751620096e+01 5.487987392386139618e+02 1.782339524275008144e-03 2.300061210894802599e+01 5.326382707880273903e-01
6.839446871918505622e+01 2.333009560876205342e+03 7.983056370153144340e-04 6.383386792811236177e+01 6.900872718108036485e-01
9.001064803621900978e+01 4.042866581757699350e+03 4.920169436298468552e-04 5.923980114580502487e+01 6.477624112465645290e-01
4.006496674847102213e+01 7.931827411481012859e+02 8.732486151840990543e-04 2.051726524457619405e+01 6.403267974977095989e-01
8.493338379574798580e+01 3.598574078574215491e+03 1.880091234929944606e-03 8.307990649449450871e+01 2.967569871010997465e-02
1.547189263381963187e+01 1.163669334417447772e+02 2.103942652329749211e-02 3.969186601010122928e+01 2.769896910699087833e-01
1.283291235865863484e+02 8.220311752511179293e+03 1.629195177582274355e-05 3.857976937478315449e+01 9.300446251362070038e-01
1.120990173796641187e+02 6.274424437429591308e+03 1.205604431410883023e-04 8.768046030160451210e+01 8.766818019297661913e-01
1.308624728119790177e+02 8.552318089276175670e+03 1.042684913652655587e-04 3.646277254645379173e+01 7.568582390616115374e-01
1.913223305649285635e+02 1.829227784750163846e+04 1.335940045617464971e-04 1.161963755454604268e+02 7.775050447795704978e-01
7.727030997254267675e+01 2.976494344330506465e+03 1.010101010101010100e-03 2.728032944831059936e+01 3.200995555580923857e-01
8.964500882658205683e+01 4.010170939842646021e+03 1.638970348647768001e-03 5.284257814851371649e+01 2.775679664166930127e-01
4.460453342080318606e+01 9.868007277793933554e+02 1.870316063864450960e-03 5.016974441040498078e+01 6.220243653607857581e-01
1.372356918357885434e+02 9.410464783732153592e+03 1.629195177582274355e-03 1.190972211660012903e+02 6.714914096970432678e-02
1.697511651072880738e+02 1.439783049403924633e+04 2.899967416096448352e-04 9.818825539950950088e+01 5.985711263058188791e-01
7.152624080079281299e+00 2.370820186112314332e+01 1.395242750081459801e-02 1.665794104134137754e+01 4.259616263036714034e-01
1.019258019652879597e+02 5.185442297457442692e+03 5.995438253502769627e-04 1.176140889257509201e+02 7.444651542668297983e-01
2.657879278890111863e+01 3.464630591048652377e+02 8.260019550342131631e-03 3.222661232520466257e+01 3.572969508617584999e-01
1.307329360964537841e+02 8.532349481113522415e+03 2.606712284131638968e-04 4.119412144572813617e+01 5.147354444076333024e-01
1.922577786998492115e+02 1.847307270218296253e+04 7.494297816878462033e-05 4.552027042801406509e+01 6.837343396876240931e-01
2.206152554820276634e+01 2.397588571072499235e+02 1.914304333659172519e-02 6.772363429469199048e+01 3.974085401930218531e-01
